,TOP0_name,TOP0_role,TOP0_champion,TOP0_winrate,TOP0_wins,TOP0_losses,JGL0_name,JGL0_role,JGL0_champion,JGL0_winrate,JGL0_wins,JGL0_losses,MID0_name,MID0_role,MID0_champion,MID0_winrate,MID0_wins,MID0_losses,ADC0_name,ADC0_role,ADC0_champion,ADC0_winrate,ADC0_wins,ADC0_losses,SUP0_name,SUP0_role,SUP0_champion,SUP0_winrate,SUP0_wins,SUP0_losses,TOP1_name,TOP1_role,TOP1_champion,TOP1_winrate,TOP1_wins,TOP1_losses,JGL1_name,JGL1_role,JGL1_champion,JGL1_winrate,JGL1_wins,JGL1_losses,MID1_name,MID1_role,MID1_champion,MID1_winrate,MID1_wins,MID1_losses,ADC1_name,ADC1_role,ADC1_champion,ADC1_winrate,ADC1_wins,ADC1_losses,SUP1_name,SUP1_role,SUP1_champion,SUP1_winrate,SUP1_wins,SUP1_losses
EUW1_6138555563,xRilow,TOP,Sejuani,0.3333333333333333,1,2,Neverlucky90,JGL,Belveth,0.5,1,1,Poopsoap,MID,Xerath,0.4444444444444444,8,10,EGirl me PLS,ADC,Twitch,0.5254237288135594,62,56,xPlatoon,SUP,Alistar,0.8,4,1,cszz,TOP,Aatrox,0.5567010309278351,54,43,U fking die,JGL,FiddleSticks,0.5294117647058824,18,16,breakfastgoat,MID,Yasuo,0.375,6,10,SeMBiA,ADC,Ezreal,0.45255474452554745,62,75,Tubbyy,SUP,Leona,0.5419354838709678,84,71
EUW1_6138740284,InKKton,TOP,Sion,0.52,13,12,l FermaT l,JGL,RekSai,0.5186721991701245,125,116,TryHardMode,MID,Sylas,0.7142857142857143,5,2,Hi im Bramboo,ADC,Jhin,-1.0,-1,-1,Little Eevee,SUP,Senna,0.3333333333333333,1,2,LinkLZero,TOP,DrMundo,0.5564516129032258,207,165,KAYN CARRIES U,JGL,Kayn,0.5318246110325319,376,331,Buron65,MID,Leblanc,0.6666666666666666,18,9,Sral IBE,ADC,MissFortune,0.5,10,10,AppleSponsor,SUP,Amumu,0.0,0,1
EUW1_6136571864,reissileP,TOP,Garen,0.5490196078431373,28,23,Dukees,JGL,Sejuani,0.3333333333333333,1,2,Syphlex,MID,Viktor,0.5185185185185185,42,39,DerrickxHt,ADC,Lucian,0.7647058823529411,13,4,Jeretron,SUP,Nami,0.5466666666666666,41,34,DalKai,TOP,KSante,0.5294117647058824,9,8,Grazhul,JGL,MasterYi,0.375,3,5,Yasuo Opie,MID,Riven,0.0,0,1,Eegalismarri,ADC,Jinx,0.25,1,3,StopFeedYopeth,SUP,Syndra,0.16666666666666666,1,5
EUW1_6138826518,Némésis Zentex,TOP,Akali,0.6262626262626263,62,37,Høpai,JGL,Kindred,0.5641025641025641,44,34,Czech Femboy,MID,Renekton,0.25,2,6,Summoner Penfeit,ADC,Jhin,0.5295454545454545,233,207,VIG Berraman,SUP,Amumu,0.0,0,1,bjoe199786574,TOP,Olaf,0.5,2,2,QuennelmA,JGL,Nasus,1.0,1,0,kàmi no Vayne,MID,Sylas,1.0,1,0,Krabbe med sværd,ADC,Kaisa,0.5813953488372093,25,18,Dinamik,SUP,Janna,0.6551724137931034,19,10
EUW1_6137412949,MatraBatra,TOP,Jax,0.6130653266331658,122,77,IR Dazzle,JGL,Rengar,0.5101694915254237,301,289,SpankMePappi,MID,Swain,-1.0,-1,-1,Dømsi,ADC,Sivir,0.4444444444444444,4,5,Neon Strike Vi,SUP,Velkoz,0.5740740740740741,31,23,E z Lee,TOP,Sion,0.5268817204301075,49,44,Warstump,JGL,Karthus,0.3142857142857143,11,24,ThéTraindriver,MID,Nasus,0.574585635359116,104,77,DZ IMPORT,ADC,Draven,0.631578947368421,24,14,Kanárek,SUP,Thresh,0.6304347826086957,29,17
EUW1_6141083553,Sisl,TOP,Shen,0.5,2,2,PlsGoogle Uyghur,JGL,MasterYi,0.5866666666666667,220,155,Sizl,MID,AurelionSol,0.5,8,8,OctaveQuantum,ADC,Vayne,0.5078534031413613,97,94,SaGSorrY69,SUP,TahmKench,-1.0,-1,-1,KC Félicien,TOP,Yone,0.14285714285714285,1,6,RäwG,JGL,Zac,0.7272727272727273,8,3,eZmAx,MID,Sylas,0.5714285714285714,4,3,mobatiksu,ADC,Caitlyn,0.5,4,4,ReMain RocKy,SUP,Bard,0.6,6,4
EUW1_6121987102,KZP Lynx,TOP,Ornn,0.5487179487179488,107,88,John Tryhard,JGL,Khazix,0.6470588235294118,11,6,Rušh,MID,Heimerdinger,0.5842696629213483,52,37,D Scâr,ADC,Samira,0.43333333333333335,26,34,Kollobha,SUP,Blitzcrank,0.7272727272727273,8,3,Snöbjörn,TOP,Mordekaiser,0.45454545454545453,5,6,Gyros,JGL,Rengar,0.46153846153846156,12,14,I Bims der Bauer,MID,Sett,0.0,0,1,PrincessFloofy,ADC,MissFortune,0.46153846153846156,6,7,PrincessYuwann,SUP,Thresh,0.5714285714285714,32,24
EUW1_5789542549,Arufureddo,TOP,Urgot,0.5,1,1,SlackaXe,JGL,Kindred,0.524416135881104,247,224,livingmax,MID,Veigar,0.5833333333333334,7,5,vfecaal,ADC,Samira,0.3125,5,11,rwjvtkw,SUP,Nautilus,0.2727272727272727,3,8,ZamZambie,TOP,Mordekaiser,0.528169014084507,150,134,Krauin,JGL,Hecarim,0.3888888888888889,7,11,Âzazel,MID,Viktor,0.5365853658536586,22,19,I am Shawido,ADC,Vayne,0.5029761904761905,169,167,Jinx for Jinx,SUP,Karma,0.5135135135135135,19,18
EUW1_6131483921,PoorMillionair,TOP,Shen,0.6,6,4,Yusuke Urameshl,JGL,Hecarim,0.0,0,4,Johny Depressed,MID,Katarina,0.5833333333333334,7,5,DanielTheTftGuy,ADC,Xayah,0.2,1,4,SincerityIsZeri,SUP,Rell,0.5,3,3,TheFurOne,TOP,Gragas,0.4,2,3,Tell DK,JGL,Nunu,-1.0,-1,-1,MrAkire,MID,Yasuo,0.5192307692307693,27,25,Küng fü Kenny,ADC,Kaisa,0.5365853658536586,44,38,Vaynemain404,SUP,Janna,0.5,1,1
EUW1_6137974261,Cracked Penny,TOP,Yone,0.2857142857142857,2,5,Zuiyue,JGL,Nidalee,0.0,0,1,NoxZeal,MID,Zed,0.4444444444444444,12,15,Claudsuø,ADC,Twitch,0.6410256410256411,25,14,Zebbey,SUP,Xerath,0.5363321799307958,155,134,Fueur,TOP,Darius,-1.0,-1,-1,glazuren machen ,JGL,Karthus,0.5,1,1,Muhaggl,MID,Syndra,0.5,9,9,Antariata,ADC,MissFortune,0.47368421052631576,9,10,Your cute sup,SUP,Soraka,0.5833333333333334,42,30
EUW1_6140988282,Nzø,TOP,Garen,0.5,1,1,vivi9,JGL,FiddleSticks,0.4857142857142857,51,54,G2 Fanboy,MID,Malzahar,0.5294117647058824,9,8,InkedMajinReborn,ADC,Ezreal,-1.0,-1,-1,Shimesama ,SUP,Morgana,0.6,3,2,Fujisen,TOP,Akali,0.4166666666666667,5,7,Solero Exotic,JGL,Taliyah,0.5142857142857142,36,34,EZG,MID,Yasuo,0.8095238095238095,17,4,Ribbo,ADC,Tristana,0.3333333333333333,1,2,Jan Klaassen,SUP,Thresh,0.5384615384615384,42,36
EUW1_6118383404,believeinTheShy ,TOP,Malphite,0.6818181818181818,15,7,phant0mgh0st,JGL,Viego,0.5753424657534246,42,31,sddaxvcwa,MID,Akshan,0.4927536231884058,34,35,bobalob14,ADC,Sivir,0.36363636363636365,4,7,Reithenn,SUP,Yuumi,0.36363636363636365,4,7,Razorik39,TOP,Volibear,0.375,6,10,gib kuss pls,JGL,Hecarim,0.5979381443298969,58,39,GameOfThorns,MID,Lissandra,0.5476190476190477,92,76,Cleansing Raiη,ADC,Ashe,0.36585365853658536,15,26,TOP1WOOD,SUP,Senna,0.45454545454545453,5,6
EUW1_6141609505,Albatorm,TOP,Sett,0.5131578947368421,39,37,0ramni,JGL,LeeSin,0.35714285714285715,5,9,RIANDO78,MID,Ahri,0.4444444444444444,8,10,Abyaf,ADC,Jhin,-1.0,-1,-1,Malucio,SUP,Seraphine,0.5,2,2,Erdäpflkas,TOP,KSante,-1.0,-1,-1,RichiXx,JGL,Zac,0.5,18,18,drintwurst,MID,Azir,0.0,0,1,Acidman262,ADC,Tristana,0.6666666666666666,2,1,Pupsi2018,SUP,Gragas,-1.0,-1,-1
EUW1_6133067430,EvoIibeαr,TOP,Jayce,0.0,0,1,Cxzr13,JGL,MasterYi,0.5314685314685315,152,134,Saßammel,MID,Veigar,0.5384615384615384,35,30,m0ua77,ADC,Kaisa,0.5,6,6,Hylian Shroom,SUP,Thresh,0.6323529411764706,43,25,fireman07,TOP,Urgot,0.5362318840579711,111,96,Cwany Papor 2137,JGL,Viego,0.625,10,6,Peccio the Monke,MID,Varus,1.0,1,0,Οrvar,ADC,Caitlyn,0.7619047619047619,16,5,Kinapuff Enjoyer,SUP,Nautilus,0.5384615384615384,7,6
EUW1_6134544276,Wh1teFlame,TOP,XinZhao,-1.0,-1,-1,Tecnø,JGL,Graves,0.0,0,1,KGxPro,MID,Malzahar,0.5384615384615384,7,6,vainnkokar,ADC,Varus,0.0,0,4,PH Avenger,SUP,Morgana,0.6818181818181818,30,14,FUARKISTAN ZYZZ,TOP,Rengar,-1.0,-1,-1,Snabu,JGL,Elise,-1.0,-1,-1,I Love MaoZeDong,MID,Kassadin,-1.0,-1,-1,cromz,ADC,Xayah,-1.0,-1,-1,Yätehuolto,SUP,Blitzcrank,0.3333333333333333,1,2
EUW1_6140853493,baraa125,TOP,Akali,-1.0,-1,-1,zLimitzZ,JGL,Nocturne,0.6481481481481481,35,19,Radwan369,MID,Yasuo,1.0,1,0,Demschi47,ADC,Samira,0.6923076923076923,9,4,Kata only74,SUP,Alistar,-1.0,-1,-1,LeMaxix,TOP,Nasus,-1.0,-1,-1,SnifYouloulou,JGL,Vi,0.0,0,2,dagonfail,MID,Malzahar,0.5,1,1,xBoti,ADC,Kaisa,0.42857142857142855,24,32,Näya,SUP,Yuumi,0.2,1,4
EUW1_6139154407,FetzigerFabian,TOP,Olaf,1.0,1,0,asilaswol,JGL,MasterYi,-1.0,-1,-1,79910111,MID,Ryze,-1.0,-1,-1,alischen,ADC,Caitlyn,-1.0,-1,-1,Whimsy Pix,SUP,Lulu,0.5642201834862385,123,95,Kibane,TOP,Teemo,0.6173913043478261,71,44,Löbinator,JGL,Viego,-1.0,-1,-1,ShadowJ,MID,Ahri,0.5416666666666666,13,11,Tchunai,ADC,Twitch,0.0,0,1,DarkTrainHere,SUP,Blitzcrank,-1.0,-1,-1
EUW1_6075593419,gift me skin p ,TOP,Volibear,0.5213675213675214,427,392,KCS Knightsheart,JGL,Khazix,0.3142857142857143,11,24,Sniff My Cheeks,MID,Varus,0.4827586206896552,14,15,Maya2012,ADC,Vayne,0.48255813953488375,83,89,BellerophoN v3,SUP,Janna,0.6571428571428571,23,12,Mokkori,TOP,Jax,0.39285714285714285,11,17,ItsTheHunt,JGL,Zac,0.5463576158940397,165,137,Bottomless Greed,MID,Yasuo,-1.0,-1,-1,Tommmy1,ADC,Karthus,0.625,5,3,ThatGuy,SUP,Rakan,0.46153846153846156,6,7
EUW1_6024577844,elo booster kik,TOP,Fiora,0.0,0,1,CryingChocolate,JGL,Poppy,0.0,0,1,Mordecai CN,MID,Viktor,0.5,1,1,DEMON MADARA,ADC,Draven,0.5121951219512195,42,40,nqxinizd,SUP,Bard,0.7142857142857143,5,2,Varox,TOP,Garen,0.5454545454545454,18,15,JUNGLξ,JGL,Kayn,0.5,7,7,jaimeBIENgalio,MID,Galio,0.484375,31,33,Frankyblue01,ADC,Jhin,0.5294117647058824,45,40,Otai,SUP,Xerath,0.582089552238806,39,28
EUW1_6138797761,Tεηg,TOP,KSante,0.0,0,1,Kαsten,JGL,Kindred,0.6666666666666666,2,1,Skykho,MID,Lux,0.43023255813953487,37,49,usor,ADC,Lucian,-1.0,-1,-1,brisingr86,SUP,Rakan,0.4,2,3,WpZ Zalthurn,TOP,Chogath,-1.0,-1,-1,Alaskaj02,JGL,Hecarim,-1.0,-1,-1,Sínìster Shadow,MID,Zed,0.6,3,2,IIIIllIIlllIIlIl,ADC,Kaisa,0.6666666666666666,64,32,Ahri Ayaya,SUP,Soraka,-1.0,-1,-1
EUW1_6141373608,Rengok,TOP,KSante,0.4,4,6,PTS Visiten,JGL,JarvanIV,0.625,5,3,bördni,MID,Leblanc,0.4594594594594595,34,40,Chronovoid,ADC,Kaisa,0.5625,18,14,Glizzy Gοbbler,SUP,Pyke,0.5428571428571428,19,16,yasuo fuker,TOP,Yone,0.3333333333333333,5,10,madness6759,JGL,Kayn,0.5525291828793775,426,345,GinLeRetour,MID,Sylas,0.2,1,4,firogs,ADC,Varus,0.26666666666666666,4,11,WL CT In Seyn,SUP,Renata,-1.0,-1,-1
EUW1_6087521466,Tfasnenrib,TOP,Singed,0.5376044568245125,193,166,Breizh Serrdaveg,JGL,Vi,0.5714285714285714,4,3,Zhovyhae,MID,Ziggs,0.5454545454545454,18,15,Rainbow Lachs,ADC,Ashe,0.46153846153846156,12,14,Chouw,SUP,Soraka,0.5337423312883436,87,76,padaleto,TOP,Maokai,0.4,2,3,Rack ZAID,JGL,Khazix,0.3333333333333333,2,4,Gratis Ezgi,MID,Katarina,0.5675675675675675,84,64,TAR PapaFoxtrott,ADC,Kaisa,0.46774193548387094,29,33,Redex7,SUP,Lulu,0.5540540540540541,41,33
EUW1_6136445227,CODEXFATE,TOP,Sett,0.6206896551724138,18,11,YeonHeeMad,JGL,Volibear,0.0,0,1,Aesthetic Winds,MID,Syndra,0.5641025641025641,22,17,Mizuyuuki,ADC,Kalista,0.3333333333333333,2,4,WaziloxTV,SUP,Brand,0.6666666666666666,4,2,Immortal forever,TOP,KSante,-1.0,-1,-1,Xoropolo,JGL,Teemo,0.4864864864864865,36,38,ptfallen,MID,Lux,-1.0,-1,-1,Pinoqui,ADC,Jhin,0.7727272727272727,17,5,nekLov,SUP,Pyke,0.0,0,1
EUW1_6141678994,THUG94,TOP,Jax,0.4444444444444444,4,5,tempstipflnwipcd,JGL,MasterYi,-1.0,-1,-1,THUG98,MID,Viktor,0.5,1,1,Mikeorma,ADC,Caitlyn,0.5714285714285714,8,6,Valge Mees,SUP,Pyke,0.4,2,3,Mastrubinio,TOP,Gragas,0.4,2,3,MomoLisa,JGL,Evelynn,0.5,20,20,Hoonters,MID,Gwen,0.4,2,3,delgao,ADC,Varus,1.0,2,0,JGL Morgana,SUP,Janna,0.5774647887323944,82,60
EUW1_6117381055,4CiiD3,TOP,Camille,0.5,76,76,SAMP pro player,JGL,Qiyana,0.5261904761904762,221,199,Huge Ego Girl ,MID,Akali,0.56,14,11,Mister619,ADC,Kaisa,0.5,13,13,SANNNNJAY,SUP,Shaco,0.5,1,1,metalieme,TOP,TahmKench,0.6666666666666666,8,4,lIllIIllIllIIl,JGL,Hecarim,0.7837837837837838,29,8,sonacutekitty,MID,Seraphine,0.8,8,2,im wont ff,ADC,Lucian,0.6842105263157895,13,6,Best Kitty Kata,SUP,Nami,0.8,4,1
EUW1_5896531385,YouGotHotwheeled,TOP,Camille,0.5964912280701754,34,23,777774,JGL,Viego,0.5897435897435898,69,48,Pushka1,MID,Zoe,0.5058823529411764,43,42,CaitHeadShot,ADC,Jhin,0.6666666666666666,10,5,MöRGäNä,SUP,Morgana,0.5252747252747253,239,216,Gurkpi,TOP,Darius,0.5625,63,49,siNNN,JGL,Kindred,0.5773809523809523,97,71,44Rosk,MID,Varus,0.0,0,3,ŽËŘÕ,ADC,Caitlyn,0.42592592592592593,23,31,AlistarBlack,SUP,Blitzcrank,0.5,4,4
EUW1_6078327312,Ent3rt4iner,TOP,Sion,0.68,17,8,gipi,JGL,Diana,0.4945054945054945,45,46,hhfzgyrwm,MID,Malzahar,0.5384615384615384,14,12,TROLL HAHA FEED,ADC,Yasuo,0.375,3,5,Jeff Bomondo,SUP,Nami,0.6666666666666666,2,1,furydudy,TOP,Sett,0.3333333333333333,2,4,suck my zuck,JGL,MasterYi,0.0,0,2,Lovêless,MID,Zed,0.5,2,2,FSNSakuraYandere,ADC,Jinx,0.46153846153846156,6,7,Afonix,SUP,Lulu,0.35714285714285715,5,9
EUW1_6141802455,Squeulettor78,TOP,Lillia,0.5,12,12,RWE Aurelius,JGL,Belveth,0.8,4,1,General Raddahn,MID,Vex,-1.0,-1,-1,Kimototo,ADC,Jinx,0.5110132158590308,116,111,KillerKiller823,SUP,Lulu,0.6363636363636364,7,4,HorusChosen,TOP,Chogath,0.5873015873015873,111,78,martin bombin,JGL,Graves,0.4936708860759494,39,40,Shawnski,MID,Syndra,0.5,7,7,Schmanti,ADC,Tristana,0.625,80,48,9EarlingHaaland,SUP,Swain,-1.0,-1,-1
EUW1_5919926756,Prinplup,TOP,Gwen,0.4444444444444444,20,25,Mypantssméll,JGL,RekSai,0.3333333333333333,2,4,Sakaru,MID,Brand,0.46153846153846156,36,42,minionrusher1,ADC,Jhin,-1.0,-1,-1,BlazingGrace,SUP,Sona,0.42857142857142855,9,12,Cashisclay,TOP,Nasus,1.0,1,0,brektas808,JGL,Kayn,0.7058823529411765,12,5,Schmaxs,MID,Orianna,0.6,6,4,TheLoser85,ADC,Ziggs,0.3,6,14,LongWillyMan,SUP,Lux,0.2608695652173913,6,17
EUW1_6136957934,YucatanRules,TOP,Kennen,0.3076923076923077,4,9,TiltToWinXD,JGL,Belveth,0.5517241379310345,16,13,iCarIy,MID,Lux,0.5243055555555556,151,137, Reıgn,ADC,Jinx,0.75,6,2,DeBruineEend,SUP,Yuumi,0.5645161290322581,35,27,Naughymon,TOP,Camille,0.5344827586206896,31,27,TheDünkB4Time,JGL,XinZhao,0.5416666666666666,26,22,mid pref 31,MID,Akali,0.6071428571428571,34,22,Cha Eun Wooo,ADC,Kaisa,0.5654596100278552,203,156,Zilean and Chill,SUP,Zilean,0.5518731988472623,383,311
EUW1_6137695830,Hörny Bonker,TOP,Volibear,0.3333333333333333,1,2,Fear Gambit,JGL,Hecarim,1.0,1,0,thesupertuberret,MID,Fizz,0.0,0,1,Butterfly Kid,ADC,Lucian,0.5,1,1,Bardstardo,SUP,Thresh,-1.0,-1,-1,DaikoAUT,TOP,Urgot,-1.0,-1,-1,CLasHiX,JGL,Ekko,0.5673249551166966,316,241,FKomaD,MID,Vladimir,-1.0,-1,-1,ToastedCaT,ADC,Samira,0.0,0,2,Bóllerbus,SUP,Leona,0.8333333333333334,5,1
EUW1_6141013227,intmaster420,TOP,Kayle,0.2,1,4,Togmod,JGL,LeeSin,0.5387596899224806,139,119,KacMax v2,MID,Ekko,0.39473684210526316,15,23,J0k3rQ,ADC,Caitlyn,0.6666666666666666,2,1,Morgana EUW,SUP,Veigar,0.5277777777777778,19,17,ElCheems,TOP,Nasus,0.7647058823529411,13,4,NOTgranberg1337,JGL,MasterYi,0.3333333333333333,1,2,Walzyyboi,MID,Syndra,0.7164179104477612,48,19,Diencarmine,ADC,Jhin,0.5058823529411764,129,126,Vanesenasagdes,SUP,Brand,1.0,1,0
EUW1_6141704789,Kallendorius,TOP,Yone,0.5019011406844106,264,262,real weed abuser,JGL,Viego,0.3333333333333333,3,6,AkagaminoKata,MID,Diana,0.2857142857142857,2,5,DeXec,ADC,Ezreal,0.5112781954887218,68,65,RedDevilHead,SUP,Sona,0.5578231292517006,246,195,CookieMonzster,TOP,KSante,0.4,6,9,Hit my SUP,JGL,Zac,0.625,5,3,ItsBTx,MID,Ahri,0.375,9,15,Kimaldas,ADC,Jhin,0.64,16,9,Shenmuee,SUP,Blitzcrank,1.0,2,0
EUW1_6137377923,Iropo,TOP,Garen,0.8333333333333334,15,3,PNC smartsch,JGL,Nocturne,0.56,14,11,Blackyoshy,MID,Ryze,-1.0,-1,-1,Tomboy Tiddies,ADC,Ashe,0.4827586206896552,14,15,PNC ButterToasti,SUP,Thresh,0.5,1,1,To0f,TOP,Nasus,0.5118483412322274,108,103,Ekko the Kayn,JGL,Ekko,0.5820512820512821,227,163,Gokuvenger,MID,Velkoz,0.5,1,1,Aphexer,ADC,Varus,0.42857142857142855,9,12,Professor Janna,SUP,Janna,0.5789473684210527,11,8
EUW1_6136437187,Detonation CP,TOP,Camille,0.5625,18,14,Ahsokα,JGL,Graves,0.5,3,3,stinkidog,MID,Vex,0.5,37,37,Legendary Bizzle,ADC,Caitlyn,-1.0,-1,-1,KC Mÿkao,SUP,Xerath,-1.0,-1,-1,Lv100 Mightyena,TOP,Gnar,-1.0,-1,-1,Xhophera,JGL,Nocturne,1.0,1,0,GetTheL,MID,Akali,0.5,17,17,V for Jhín,ADC,Jinx,0.6,3,2,Zyanaera,SUP,Bard,-1.0,-1,-1
EUW1_6141806211,Björn Olof,TOP,Sett,0.5133333333333333,77,73,Νοςtυrne,JGL,Ekko,0.5,1,1,Vivir mi vida,MID,Yone,0.5523809523809524,58,47,THE SITUATlON,ADC,Xayah,0.3076923076923077,4,9,Nassertio38,SUP,Rakan,0.36,9,16,Hscameleon,TOP,Kled,0.4722222222222222,34,38,AVR Cube,JGL,Gragas,0.3,3,7,GG 4Well play,MID,Kayn,0.4,2,3,TheMadWarrior,ADC,Caitlyn,0.46153846153846156,6,7,Silicol,SUP,Zilean,0.4888888888888889,22,23
EUW1_6131234640,TwoWhalesDiner,TOP,Garen,0.46511627906976744,20,23,Heimhauser,JGL,Volibear,0.47794117647058826,65,71,Yourxner,MID,Zed,0.5641025641025641,132,102,HASHIR THE PRO 1,ADC,MissFortune,0.5777777777777777,26,19,D5F Buck 2,SUP,Bard,0.6181818181818182,34,21,Joreazy,TOP,Nasus,0.6666666666666666,12,6,Sehmus The Exile,JGL,Nocturne,0.5372848948374761,281,242,Galaxywolf,MID,Galio,0.4782608695652174,11,12,thechobbits,ADC,Nilah,0.5384615384615384,7,6,SPACE MULAN,SUP,Orianna,0.5,1,1
EUW1_6111038900,HerooWw,TOP,Irelia,0.16666666666666666,1,5,Kenøbi,JGL,Nocturne,0.5714285714285714,68,51,Bimba le pd salé,MID,Xerath,-1.0,-1,-1,johnnycage29,ADC,Twitch,0.5185185185185185,126,117,Mylittlecanard,SUP,Lulu,0.5,1,1,Ecan23,TOP,Aatrox,0.5,6,6,Miss Vague Ina,JGL,Ekko,0.5306122448979592,26,23,Jimbéi,MID,Heimerdinger,0.75,3,1,UnRevealed road,ADC,Sivir,0.5,16,16,Neynda,SUP,Zyra,0.5294117647058824,9,8
EUW1_6136923823,s12 yikes,TOP,Gangplank,0.4888888888888889,22,23,Así es Wanchope,JGL,FiddleSticks,0.5737704918032787,70,52,Penguin43,MID,Twitch,0.5,1,1,Tiefergay,ADC,Kaisa,0.7777777777777778,7,2,l Apologyze l,SUP,Heimerdinger,0.5555555555555556,10,8,BrighterSoup,TOP,MonkeyKing,0.4791666666666667,23,25,yfma,JGL,Shaco,0.5357142857142857,15,13,2 Σz 4 MΣ,MID,Syndra,0.5798319327731093,69,50,victor10mar,ADC,Lucian,0.37254901960784315,19,32,clauu,SUP,Nami,0.5763888888888888,83,61
EUW1_6124610683,Darivuci,TOP,Urgot,0.8333333333333334,5,1,BistDuBoosted,JGL,Teemo,-1.0,-1,-1,WoIfsmensch,MID,Swain,0.0,0,1,Ayminnati1,ADC,Jhin,0.5185185185185185,14,13,        h ę ř σ,SUP,Nami,-1.0,-1,-1,BiBiDrago,TOP,Olaf,-1.0,-1,-1,S12 IS SO FUN XD,JGL,MasterYi,0.47619047619047616,10,11,Matbat5967,MID,Akali,-1.0,-1,-1,RYZR,ADC,Kaisa,0.5,1,1,Tacaux,SUP,Seraphine,0.6666666666666666,14,7
EUW1_6141774126,92i Snowzer,TOP,Fiora,0.7,21,9,Korvarkalle,JGL,Zac,0.6666666666666666,30,15,LGF Sama,MID,Viktor,0.6,15,10,TheBοss,ADC,Caitlyn,0.4444444444444444,4,5,MrWhatercooling,SUP,Amumu,0.5714285714285714,8,6,Premier Meloni,TOP,Aatrox,0.0,0,2,David Strande,JGL,Diana,0.25,1,3,Yychi,MID,Syndra,0.6060606060606061,20,13,the player 2014,ADC,Yasuo,0.42857142857142855,3,4,KASHE,SUP,Neeko,0.5625,9,7
EUW1_6095138286,I HOPE BOT WINZ,TOP,Trundle,0.5,4,4,XEcaPowerrX,JGL,LeeSin,0.7142857142857143,5,2,Hemøplague,MID,Fizz,0.5714285714285714,12,9,Sh4Qy,ADC,Ashe,0.5833333333333334,21,15,TFC Ethereal,SUP,Thresh,0.6,3,2,GoldenEag1e,TOP,Karma,0.42857142857142855,9,12,Dad N,JGL,MasterYi,0.5298329355608592,222,197,ZXC Tchoupi,MID,Twitch,0.0,0,3,ProphetAlkaloid,ADC,Vayne,0.5,1,1,Hikąri,SUP,Sona,0.46875,45,51
EUW1_6106676493,Monditus,TOP,Yone,0.3548387096774194,11,20,carsten5546,JGL,Graves,0.0,0,1,Gogo dance ,MID,Katarina,0.5515151515151515,182,148,Ričards,ADC,Varus,0.3333333333333333,2,4,O Turbinado,SUP,Zyra,0.5302663438256658,219,194,Hakydozhi,TOP,Pantheon,0.5,2,2,N1ckGurh,JGL,Viego,0.6666666666666666,2,1,korvstrogge,MID,Sylas,0.5205479452054794,38,35,EDΕN,ADC,Caitlyn,0.6666666666666666,4,2,Cutie Bunny,SUP,Soraka,0.4732142857142857,106,118
EUW1_6109384537,NERF MAGES,TOP,Shen,1.0,1,0,djuxcux,JGL,MasterYi,0.5532786885245902,135,109,The Cringeance,MID,Velkoz,0.4222222222222222,19,26,Sir Waffles1,ADC,Caitlyn,0.515625,66,62,godhours,SUP,Xerath,1.0,1,0,KittygirI,TOP,Sett,0.7142857142857143,15,6,Shyl3rW0lf,JGL,Lillia,0.25,1,3,Sykσ,MID,Akali,0.5135135135135135,57,54,WoodrowMart,ADC,Ezreal,0.5454545454545454,6,5,Bilbao,SUP,Senna,0.5384615384615384,7,6
EUW1_5821134052,bepicnibbba,TOP,Aatrox,0.6666666666666666,20,10,Sanka8313,JGL,Shyvana,0.5739130434782609,66,49,UH Lantze,MID,TwistedFate,0.625,20,12,Ninja,ADC,Jinx,0.509090909090909,28,27,Nucking Futs,SUP,Pyke,0.4166666666666667,5,7,adc role enjoyer,TOP,Volibear,0.7368421052631579,14,5,J X X Ν X Ν,JGL,Nidalee,0.3125,5,11,idiotwill,MID,Viktor,0.375,3,5,Kiji Sama,ADC,Samira,0.5833333333333334,7,5,tanceFolGajs,SUP,Leona,0.56,14,11
EUW1_6140901012,uehozcgaq,TOP,Mordekaiser,0.4,4,6,chocolatefanny,JGL,Graves,0.5454545454545454,228,190,CheeseNinja195,MID,Sylas,0.5204081632653061,51,47,French Kitting,ADC,Kaisa,0.6060606060606061,20,13,Alex2g,SUP,Blitzcrank,0.6440677966101694,38,21,Donymenwulf,TOP,Aatrox,0.6,3,2,ZH Mondil,JGL,Ivern,0.5454545454545454,42,35,Gyppsie,MID,Malzahar,0.5,1,1,supp diff victim,ADC,Draven,0.5,11,11,Granniefiller,SUP,Renata,-1.0,-1,-1
EUW1_6137620436,Carnıvora,TOP,Tryndamere,0.3333333333333333,2,4,PEPITOS,JGL,Shaco,0.5390835579514824,200,171,Chani,MID,Ahri,0.6666666666666666,12,6,archlime,ADC,Kaisa,0.4666666666666667,7,8,Hiryu Kaen,SUP,Bard,0.5573770491803278,34,27,Gevaarlijk joch,TOP,Aatrox,0.5,4,4,Karlhead,JGL,Khazix,0.45588235294117646,31,37,highonfuture,MID,Zyra,0.6206896551724138,18,11,Kiritsulol,ADC,Lucian,0.0,0,2,G3rscher,SUP,Nami,0.5714285714285714,64,48
